# HelioClim-3 Archive Database of Solar Irradiance v5 (derived from satellite data) and meteorological data (MERRA-2/NASA and GFS/NCEP),,,,
# Provider;MINES ParisTech / Armines / Transvalor (France), National Aeronautics and Space Administration (NASA) / Goddard Space Flight Center and National Centers for Environmental Prediction (NCEP),,,
# More information at;http://www.soda-pro.com, http://gmao.gsfc.nasa.gov/reanalysis/MERRA-2 and http://www.emc.ncep.noaa.gov/GFS/doc.php,,,
# Site latitude (positive means North);0.329,,,,
# Site longitude (positive means East);32.499,,,,
# Elevation (m);1224,,,,
# Date beginning;2005-01-01,,,,
# Date end;2005-12-31,,,,
# Meteo Data;MERRA-2 data from 2005-01-01 to 2005-12-31 / no GFS data for this period,,,,
# Time reference (hour);UT,,,,
# Summarization (period of integration);Hour (h),,,,
# Date - Instant;The date or instant given for each value corresponds to the end of the summarization,,,,
# Take into account the shadows due to relief?;1 (yes, with horizon computed from SRTM),,,
# Calibration;None,,,,
# Minimum Sun Elevation;12,,,,
,,,,
# Columns:,,,,
# Irradiation (Wh/m2);Irradiation over the period (-999 if no data),,,,
# Clear-Sky (Wh/m2);Irradiation over the period if the sky were clear,,,,
# Top of Atmosphere (Wh/m2);Irradiation over the period at the top of the atmosphere (extraterrestrial),,,,
# Code;0: no data, 1: sun below horizon, 2: satellite assessment, 5: interpolation in time, 6: forecast
# Temperature (K);Temperature at 2 m above ground,,,,
# Relative humidity (%);Relative humidity at 2 m above ground,,,,
# Pressure (hPa);Pressure at ground level,,,,
# Wind speed (m/s);Wind speed at 10 m above ground,,,,
# Wind direction (deg);Wind direction at 10 m above ground (0 means from North, 90 from East...),,,
# Rainfall (kg/m2);Rainfall (= rain depth in mm),,,,
# Snowfall (kg/m2);Snowfall,,,,
# Snow depth (m);Snow depth,,,,
,,,,
# Irradiation values from HelioClim-3 and meteorological data (MERRA-2 and GFS),,,,
# Date;Time;Global Horiz;Clear-Sky;Top of Atmosphere;Code;Temperature;Relative Humidity;Pressure;Wind speed;Wind direction;Rainfall;Snowfall;Snow depth,,,,
2005-02-24;08:00;707;735;1073;2;304.75;36.19;885.14;5.39;126.68;0.002206;0.000000;0.000000,,,,
2005-02-24;09:00;886;897;1258;2;306.21;31.20;884.43;5.00;126.75;0.004221;0.000000;0.000000,,,,
2005-02-24;10:00;966;987;1357;2;307.09;28.50;883.38;4.75;133.28;0.003456;0.000000;0.000000,,,,
2005-02-24;11:00;964;997;1363;2;307.53;27.34;882.15;4.79;142.92;0.004883;0.000000;0.000000,,,,
2005-02-24;12:00;898;924;1276;2;307.52;27.49;881.16;4.97;151.80;0.002863;0.000000;0.000000,,,,
2005-02-24;13:00;761;775;1102;2;306.95;28.84;880.61;5.12;158.85;0.001514;0.000000;0.000000,,,,
2005-02-24;14:00;549;562;853;2;305.97;31.27;880.52;5.10;164.50;0.002545;0.000000;0.000000,,,,
2005-02-24;15:00;298;311;546;2;304.50;35.40;880.82;4.97;170.51;0.001488;0.000000;0.000000,,,,
2005-02-24;16:00;61;81;202;2;302.00;44.77;881.38;4.51;178.11;0.001281;0.000000;0.000000,,,,
2005-02-24;17:00;0;0;1;5;299.70;56.92;882.03;4.37;185.25;0.001215;0.000000;0.000000,,,,
2005-02-24;18:00;0;0;0;1;298.78;64.30;882.57;4.17;191.61;0.000234;0.000000;0.000000,,,,
2005-02-24;19:00;0;0;0;1;298.20;68.07;882.93;3.84;197.16;0.000044;0.000000;0.000000,,,,
2005-02-24;20:00;0;0;0;1;297.71;69.80;883.09;3.49;202.09;0.000043;0.000000;0.000000,,,,
2005-02-24;21:00;0;0;0;1;297.24;70.81;882.97;3.28;206.20;0.000029;0.000000;0.000000,,,,
2005-02-24;22:00;0;0;0;1;296.89;70.97;882.54;3.05;208.00;0.000058;0.000000;0.000000,,,,
2005-02-24;23:00;0;0;0;1;296.95;69.68;882.02;2.44;204.58;0.000099;0.000000;0.000000,,,,
2005-02-24;24:00;0;0;0;1;297.27;67.62;881.79;1.56;186.95;0.000538;0.000000;0.000000,,,,
2005-02-25;01:00;0;0;0;1;297.22;67.42;881.99;1.18;145.32;0.000791;0.000000;0.000000,,,,
2005-02-25;02:00;0;0;0;1;296.93;68.85;882.48;1.37;118.71;0.002771;0.000000;0.000000,,,,
2005-02-25;03:00;0;0;0;1;296.60;70.56;883.17;1.38;114.87;0.002011;0.000000;0.000000,,,,
2005-02-25;04:00;0;0;0;1;296.35;72.75;883.89;1.11;119.27;0.006520;0.000000;0.000000,,,,
2005-02-25;05:00;43;57;155;5;297.17;72.36;884.55;0.73;136.86;0.010173;0.000000;0.000000,,,,
2005-02-25;06:00;251;276;502;2;299.77;59.77;885.03;0.77;163.46;0.016197;0.000000;0.000000,,,,
2005-02-25;07:00;514;531;816;2;303.00;42.88;885.20;0.82;182.60;0.008492;0.000000;0.000000,,,,
2005-02-25;08:00;732;754;1074;2;305.29;33.89;884.91;0.90;205.14;0.006842;0.000000;0.000000,,,,
2005-02-25;09:00;908;916;1259;2;306.95;29.60;884.13;0.93;200.58;0.007514;0.000000;0.000000,,,,
2005-02-25;10:00;990;1004;1357;2;308.08;27.19;883.12;1.25;186.07;0.009197;0.000000;0.000000,,,,
2005-02-25;11:00;990;1010;1364;2;308.72;26.25;881.93;1.82;177.09;0.005112;0.000000;0.000000,,,,
2005-02-25;12:00;864;933;1277;2;308.87;26.37;880.92;2.42;172.30;0.003390;0.000000;0.000000,,,,
2005-02-25;13:00;708;780;1103;2;308.58;27.20;880.25;2.95;168.34;0.003281;0.000000;0.000000,,,,
2005-02-25;14:00;562;567;854;2;307.84;28.78;879.94;3.34;164.92;0.001044;0.000000;0.000000,,,,
2005-02-25;15:00;302;315;547;2;306.47;32.14;879.99;3.57;163.17;0.000266;0.000000;0.000000,,,,
2005-02-25;16:00;69;82;202;2;303.80;41.89;880.24;3.26;165.79;0.000097;0.000000;0.000000,,,,
2005-02-25;17:00;0;0;1;5;301.36;51.48;880.74;3.46;167.80;0.000166;0.000000;0.000000,,,,
2005-02-25;18:00;0;0;0;1;300.40;56.95;881.40;3.51;168.25;0.000073;0.000000;0.000000,,,,
2005-02-25;19:00;0;0;0;1;299.75;61.06;881.99;3.45;167.47;0.000120;0.000000;0.000000,,,,
2005-02-25;20:00;0;0;0;1;299.29;63.52;882.39;3.28;166.07;0.000294;0.000000;0.000000,,,,
2005-02-25;21:00;0;0;0;1;298.90;65.51;882.41;3.07;164.73;0.000544;0.000000;0.000000,,,,
2005-02-25;22:00;0;0;0;1;298.51;67.60;882.09;2.75;163.92;0.004224;0.000000;0.000000,,,,
2005-02-25;23:00;0;0;0;1;298.23;69.25;881.63;2.42;160.93;0.014352;0.000000;0.000000,,,,
2005-02-25;24:00;0;0;0;1;298.26;69.75;881.46;1.95;157.49;0.035565;0.000000;0.000000,,,,
2005-02-26;01:00;0;0;0;1;298.35;69.87;881.72;1.33;167.09;0.083852;0.000000;0.000000,,,,
2005-02-26;02:00;0;0;0;1;297.92;71.53;882.42;1.26;194.71;0.166930;0.000000;0.000000,,,,
2005-02-26;03:00;0;0;0;1;297.34;74.30;883.21;1.81;198.83;0.184840;0.000000;0.000000,,,,
2005-02-26;04:00;0;0;0;1;296.99;76.76;883.79;2.39;190.55;0.236728;0.000000;0.000000,,,,
2005-02-26;05:00;14;46;155;5;297.68;75.95;884.29;3.03;184.50;0.264031;0.000000;0.000000,,,,
2005-02-26;06:00;83;223;503;2;299.07;70.76;884.87;4.15;179.27;0.357321;0.000000;0.000000,,,,
2005-02-26;07:00;419;456;816;2;300.48;63.30;885.41;5.27;173.07;0.432435;0.000000;0.000000,,,,
2005-02-26;08:00;644;677;1075;2;301.17;59.71;885.64;5.65;173.02;0.495350;0.000000;0.000000,,,,
2005-02-26;09:00;784;843;1259;2;301.21;59.08;885.41;5.31;175.75;0.513036;0.000000;0.000000,,,,
2005-02-26;10:00;871;936;1358;2;301.05;59.32;884.75;4.69;179.36;0.519255;0.000000;0.000000,,,,
2005-02-26;11:00;896;948;1365;2;300.81;60.16;883.84;4.21;185.37;0.523877;0.000000;0.000000,,,,
2005-02-26;12:00;541;877;1278;2;300.53;61.67;882.96;4.08;192.89;0.407942;0.000000;0.000000,,,,
2005-02-26;13:00;498;727;1104;2;300.18;63.64;882.48;4.15;199.97;0.239963;0.000000;0.000000,,,,
2005-02-26;14:00;410;513;855;2;299.71;66.55;882.29;4.25;203.55;0.183357;0.000000;0.000000,,,,
2005-02-26;15:00;218;271;547;2;299.02;71.43;882.47;3.93;202.02;0.185513;0.000000;0.000000,,,,
2005-02-26;16:00;44;67;202;2;297.94;79.18;882.91;3.19;196.52;0.214295;0.000000;0.000000,,,,
2005-02-26;17:00;0;0;1;5;297.28;82.90;883.41;3.03;190.31;0.185954;0.000000;0.000000,,,,
2005-02-26;18:00;0;0;0;1;297.03;84.21;883.94;2.86;185.70;0.218210;0.000000;0.000000,,,,
2005-02-26;19:00;0;0;0;1;296.87;85.11;884.41;2.73;184.04;0.330310;0.000000;0.000000,,,,
2005-02-26;20:00;0;0;0;1;296.72;85.73;884.72;2.63;184.21;0.391071;0.000000;0.000000,,,,
2005-02-26;21:00;0;0;0;1;296.57;86.11;884.62;2.55;184.64;0.414279;0.000000;0.000000,,,,
2005-02-26;22:00;0;0;0;1;296.43;86.27;884.13;2.45;187.26;0.380269;0.000000;0.000000,,,,
2005-02-26;23:00;0;0;0;1;296.22;86.39;883.59;2.50;193.44;0.258247;0.000000;0.000000,,,,
2005-02-26;24:00;0;0;0;1;296.00;86.46;883.28;2.77;201.00;0.211534;0.000000;0.000000,,,,
2005-02-27;01:00;0;0;0;1;295.82;86.36;883.26;3.05;205.50;0.218075;0.000000;0.000000,,,,
2005-02-27;02:00;0;0;0;1;295.66;86.22;883.55;3.18;205.95;0.225680;0.000000;0.000000,,,,
2005-02-27;03:00;0;0;0;1;295.50;85.87;884.11;3.19;201.02;0.161807;0.000000;0.000000,,,,
2005-02-27;04:00;0;0;0;1;295.32;85.80;884.85;3.19;192.45;0.141131;0.000000;0.000000,,,,
2005-02-27;05:00;35;54;161;5;295.93;84.74;885.68;3.31;185.31;0.249333;0.000000;0.000000,,,,
2005-02-27;06:00;145;260;509;2;296.97;80.85;886.33;3.78;178.76;0.292336;0.000000;0.000000,,,,
2005-02-27;07:00;426;511;822;2;298.11;73.27;886.64;4.19;173.11;0.450422;0.000000;0.000000,,,,
2005-02-27;08:00;595;733;1079;2;299.13;66.32;886.53;4.10;170.87;0.580758;0.000000;0.000000,,,,
2005-02-27;09:00;831;896;1262;2;299.56;64.33;886.16;3.61;170.70;0.464407;0.000000;0.000000,,,,
2005-02-27;10:00;910;985;1360;2;299.90;62.87;885.54;2.95;175.79;0.576665;0.000000;0.000000,,,,
2005-02-27;11:00;923;991;1365;2;300.13;60.38;884.57;2.15;182.21;0.665436;0.000000;0.000000,,,,
2005-02-27;12:00;803;914;1276;2;299.95;58.82;883.61;1.51;194.41;0.568308;0.000000;0.000000,,,,
2005-02-27;13:00;298;760;1101;2;299.53;60.09;883.18;1.59;211.28;0.433600;0.000000;0.000000,,,,
2005-02-27;14:00;389;542;850;2;299.02;62.76;883.15;2.06;221.55;0.422049;0.000000;0.000000,,,,
2005-02-27;15:00;277;290;542;2;298.30;67.68;883.42;2.51;227.00;0.460474;0.000000;0.000000,,,,
2005-02-27;16:00;58;71;196;2;297.07;76.66;883.85;2.47;231.57;0.458481;0.000000;0.000000,,,,
2005-02-27;17:00;0;0;0;5;296.24;79.99;884.27;2.53;233.86;0.476157;0.000000;0.000000,,,,
2005-02-27;18:00;0;0;0;1;295.92;79.95;884.70;2.49;235.59;0.490479;0.000000;0.000000,,,,
2005-02-27;19:00;0;0;0;1;295.71;80.12;885.05;2.33;237.62;0.429713;0.000000;0.000000,,,,
2005-02-27;20:00;0;0;0;1;295.56;80.64;885.20;2.01;242.00;0.301225;0.000000;0.000000,,,,
2005-02-27;21:00;0;0;0;1;295.46;81.18;884.95;1.63;244.68;0.178136;0.000000;0.000000,,,,
2005-02-27;22:00;0;0;0;1;295.30;81.85;884.49;1.46;252.13;0.163922;0.000000;0.000000,,,,
2005-02-27;23:00;0;0;0;1;295.11;82.23;883.98;1.62;263.31;0.287412;0.000000;0.000000,,,,
2005-02-27;24:00;0;0;0;1;294.80;82.37;883.70;2.20;266.44;0.367424;0.000000;0.000000,,,,
2005-02-28;01:00;0;0;0;1;294.43;83.20;883.75;2.95;264.20;0.298413;0.000000;0.000000,,,,
2005-02-28;02:00;0;0;0;1;294.05;84.59;884.04;3.27;259.34;0.143322;0.000000;0.000000,,,,
2005-02-28;03:00;0;0;0;1;293.73;85.48;884.47;3.29;252.51;0.092568;0.000000;0.000000,,,,
2005-02-28;04:00;0;0;0;1;293.49;85.92;885.05;3.21;244.91;0.089700;0.000000;0.000000,,,,
2005-02-28;05:00;21;46;161;5;293.85;83.97;885.78;3.45;236.73;0.111000;0.000000;0.000000,,,,
2005-02-28;06:00;136;224;509;2;294.77;79.37;886.51;3.31;229.29;0.111268;0.000000;0.000000,,,,
2005-02-28;07:00;394;461;822;2;295.90;71.98;886.94;3.20;224.44;0.168675;0.000000;0.000000,,,,
2005-02-28;08:00;614;684;1079;2;296.55;68.65;887.01;3.11;220.26;0.196073;0.000000;0.000000,,,,
2005-02-28;09:00;499;851;1263;2;297.22;66.28;886.66;3.03;219.05;0.197648;0.000000;0.000000,,,,
2005-02-28;10:00;245;944;1361;2;298.02;63.32;885.95;2.92;218.85;0.191466;0.000000;0.000000,,,,
2005-02-28;11:00;248;954;1365;2;298.55;61.32;885.02;2.80;211.78;0.180317;0.000000;0.000000,,,,
2005-02-28;12:00;402;882;1277;2;298.76;60.68;884.10;2.81;201.65;0.160697;0.000000;0.000000,,,,
2005-02-28;13:00;476;733;1101;2;298.70;61.02;883.54;2.81;198.29;0.127957;0.000000;0.000000,,,,
2005-02-28;14:00;331;521;851;2;298.50;61.72;883.42;2.64;197.48;0.072693;0.000000;0.000000,,,,
2005-02-28;15:00;103;279;542;2;298.02;63.79;883.65;2.37;193.03;0.033899;0.000000;0.000000,,,,
2005-02-28;16:00;21;69;196;2;296.78;73.92;884.12;2.01;182.55;0.028797;0.000000;0.000000,,,,
2005-02-28;17:00;0;0;0;5;295.84;78.99;884.65;2.22;172.88;0.088524;0.000000;0.000000,,,,
2005-02-28;18:00;0;0;0;1;295.60;78.93;885.22;2.42;164.77;0.259570;0.000000;0.000000,,,,
2005-02-28;19:00;0;0;0;1;295.30;79.97;885.62;2.69;154.32;0.673498;0.000000;0.000000,,,,
2005-02-28;20:00;0;0;0;1;295.04;81.59;885.99;3.27;145.23;1.122513;0.000000;0.000000,,,,
2005-02-28;21:00;0;0;0;1;294.77;83.55;885.87;3.26;147.62;0.830846;0.000000;0.000000,,,,
2005-02-28;22:00;0;0;0;1;294.55;84.83;885.07;2.48;159.41;0.440641;0.000000;0.000000,,,,
2005-02-28;23:00;0;0;0;1;294.43;85.43;884.13;1.73;175.96;0.319695;0.000000;0.000000,,,,
2005-02-28;24:00;0;0;0;1;294.36;85.78;883.55;1.44;193.73;0.300165;0.000000;0.000000,,,,
2005-03-01;01:00;0;0;0;1;294.33;85.79;883.39;1.52;207.01;0.207454;0.000000;0.000000,,,,
2005-03-01;02:00;0;0;0;1;294.32;85.55;883.54;1.64;217.64;0.090513;0.000000;0.000000,,,,
2005-03-01;03:00;0;0;0;1;294.29;85.30;883.87;1.75;223.55;0.027141;0.000000;0.000000,,,,
2005-03-01;04:00;0;0;0;1;294.22;85.16;884.37;1.78;221.39;0.019903;0.000000;0.000000,,,,
2005-03-01;05:00;57;70;161;5;294.87;83.22;884.98;1.72;213.38;0.032419;0.000000;0.000000,,,,
2005-03-01;06:00;290;311;509;2;296.62;73.68;885.69;1.45;198.86;0.093844;0.000000;0.000000,,,,
2005-03-01;07:00;545;572;823;2;298.50;62.03;886.36;1.21;143.17;0.184029;0.000000;0.000000,,,,
2005-03-01;08:00;756;795;1080;2;299.94;56.07;886.61;1.83;119.15;0.240798;0.000000;0.000000,,,,
2005-03-01;09:00;893;957;1264;2;300.28;54.86;886.24;2.07;115.36;0.258388;0.000000;0.000000,,,,
2005-03-01;10:00;998;1044;1361;2;300.61;54.03;885.49;2.38;113.79;0.303101;0.000000;0.000000,,,,
2005-03-01;11:00;1013;1050;1366;2;300.64;53.94;884.55;2.72;117.74;0.307351;0.000000;0.000000,,,,
2005-03-01;12:00;903;973;1278;2;300.10;56.02;883.66;3.05;126.04;0.244570;0.000000;0.000000,,,,
2005-03-01;13:00;744;821;1102;2;299.62;58.11;883.19;3.15;131.71;0.194837;0.000000;0.000000,,,,
2005-03-01;14:00;591;605;851;2;299.13;60.23;883.16;3.05;133.34;0.132673;0.000000;0.000000,,,,
2005-03-01;15:00;334;348;542;2;298.52;62.86;883.54;2.81;134.63;0.054207;0.000000;0.000000,,,,
2005-03-01;16:00;78;94;197;2;297.21;71.49;884.15;2.23;139.14;0.016890;0.000000;0.000000,,,,
2005-03-01;17:00;0;0;0;5;295.85;78.51;884.75;2.29;143.93;0.012263;0.000000;0.000000,,,,
2005-03-01;18:00;0;0;0;1;295.48;79.58;885.32;2.42;145.91;0.005096;0.000000;0.000000,,,,
2005-03-01;19:00;0;0;0;1;295.29;80.50;885.78;2.45;147.35;0.008894;0.000000;0.000000,,,,
2005-03-01;20:00;0;0;0;1;295.19;81.22;885.95;2.43;149.42;0.009221;0.000000;0.000000,,,,
2005-03-01;21:00;0;0;0;1;295.11;81.71;885.77;2.39;152.46;0.013362;0.000000;0.000000,,,,
2005-03-01;22:00;0;0;0;1;295.03;82.26;885.26;2.29;155.42;0.022458;0.000000;0.000000,,,,
2005-03-01;23:00;0;0;0;1;294.90;83.06;884.73;2.18;156.63;0.039297;0.000000;0.000000,,,,
2005-03-01;24:00;0;0;0;1;294.71;83.85;884.34;2.24;153.06;0.061491;0.000000;0.000000,,,,
2005-03-02;01:00;0;0;0;1;294.55;84.55;884.23;2.51;144.61;0.079688;0.000000;0.000000,,,,
2005-03-02;02:00;0;0;0;1;294.53;85.00;884.45;2.92;134.93;0.133281;0.000000;0.000000,,,,
2005-03-02;03:00;0;0;0;1;294.64;85.05;885.02;3.46;127.27;0.164104;0.000000;0.000000,,,,
2005-03-02;04:00;0;0;0;1;294.70;84.98;885.72;4.01;123.74;0.192663;0.000000;0.000000,,,,
2005-03-02;05:00;46;69;161;5;295.18;83.05;886.43;4.80;124.52;0.205761;0.000000;0.000000,,,,
2005-03-02;06:00;141;308;509;2;295.92;78.01;886.96;5.61;129.09;0.171300;0.000000;0.000000,,,,
2005-03-02;07:00;372;571;823;5;297.10;69.62;887.13;5.82;134.10;0.135191;0.000000;0.000000,,,,
2005-03-02;08:00;759;795;1080;2;298.83;61.76;886.90;5.42;136.38;0.208172;0.000000;0.000000,,,,
2005-03-02;09:00;964;959;1264;2;300.14;57.02;886.36;4.86;136.54;0.222793;0.000000;0.000000,,,,
2005-03-02;10:00;725;1047;1362;2;300.83;54.88;885.59;4.42;137.49;0.231607;0.000000;0.000000,,,,
2005-03-02;11:00;414;1052;1367;2;301.14;53.75;884.70;4.04;140.13;0.243120;0.000000;0.000000,,,,
2005-03-02;12:00;313;975;1278;2;301.08;53.43;883.96;3.68;143.95;0.227183;0.000000;0.000000,,,,
2005-03-02;13:00;769;821;1102;2;300.82;53.65;883.64;3.39;149.83;0.160765;0.000000;0.000000,,,,
2005-03-02;14:00;601;605;852;2;300.27;55.21;883.68;3.32;159.57;0.105123;0.000000;0.000000,,,,
2005-03-02;15:00;330;347;543;2;299.45;58.21;884.06;3.42;170.82;0.037883;0.000000;0.000000,,,,
2005-03-02;16:00;73;93;197;2;297.81;67.13;884.62;3.10;178.23;0.016321;0.000000;0.000000,,,,
2005-03-02;17:00;0;0;0;5;296.54;74.00;885.27;3.26;180.22;0.024644;0.000000;0.000000,,,,
2005-03-02;18:00;0;0;0;1;296.26;75.90;885.85;3.29;179.40;0.043463;0.000000;0.000000,,,,
2005-03-02;19:00;0;0;0;1;296.05;78.22;886.32;2.96;175.86;0.164456;0.000000;0.000000,,,,
2005-03-02;20:00;0;0;0;1;295.96;80.21;886.43;2.51;170.03;0.404303;0.000000;0.000000,,,,
2005-03-02;21:00;0;0;0;1;295.91;81.86;886.20;1.96;161.67;0.693828;0.000000;0.000000,,,,
2005-03-02;22:00;0;0;0;1;295.86;82.59;885.67;1.48;146.69;0.910934;0.000000;0.000000,,,,
2005-03-02;23:00;0;0;0;1;295.71;83.35;885.17;1.31;129.89;1.167819;0.000000;0.000000,,,,
2005-03-02;24:00;0;0;0;1;295.48;84.57;884.94;1.36;118.02;1.547258;0.000000;0.000000,,,,
2005-03-03;01:00;0;0;0;1;295.23;85.95;885.03;1.53;112.19;1.976106;0.000000;0.000000,,,,
2005-03-03;02:00;0;0;0;1;294.98;87.34;885.42;1.66;114.82;2.489691;0.000000;0.000000,,,,
2005-03-03;03:00;0;0;0;1;294.72;89.12;886.06;1.76;123.19;3.142712;0.000000;0.000000,,,,
2005-03-03;04:00;0;0;0;1;294.48;90.51;886.75;2.06;132.38;3.603294;0.000000;0.000000,,,,
2005-03-03;05:00;51;65;161;5;294.79;90.51;887.42;2.75;142.89;2.830444;0.000000;0.000000,,,,
2005-03-03;06:00;273;295;510;5;295.37;89.32;887.93;3.67;153.41;1.311785;0.000000;0.000000,,,,
2005-03-03;07:00;527;552;823;5;296.03;86.89;888.25;4.53;164.32;0.543880;0.000000;0.000000,,,,
2005-03-03;08:00;736;774;1081;5;296.85;81.02;888.24;5.21;168.37;0.255966;0.000000;0.000000,,,,
2005-03-03;09:00;885;935;1265;2;297.83;72.44;887.84;5.43;168.61;0.147950;0.000000;0.000000,,,,
2005-03-03;10:00;975;1021;1362;2;298.96;65.28;887.18;5.19;171.42;0.107011;0.000000;0.000000,,,,
2005-03-03;11:00;876;1027;1367;2;299.91;60.52;886.25;4.71;176.20;0.086513;0.000000;0.000000,,,,
2005-03-03;12:00;895;949;1279;2;300.55;57.53;885.37;4.33;180.77;0.063762;0.000000;0.000000,,,,
2005-03-03;13:00;751;797;1103;2;300.69;56.41;884.85;4.08;184.74;0.046768;0.000000;0.000000,,,,
2005-03-03;14:00;553;583;852;2;300.30;57.05;884.74;3.86;188.44;0.026753;0.000000;0.000000,,,,
2005-03-03;15:00;191;328;543;2;299.43;59.72;884.97;3.52;193.39;0.004488;0.000000;0.000000,,,,
2005-03-03;16:00;23;86;197;2;297.54;71.72;885.27;2.67;200.25;0.001620;0.000000;0.000000,,,,
2005-03-03;17:00;0;0;0;5;295.88;78.87;885.62;2.76;204.65;0.001031;0.000000;0.000000,,,,
2005-03-03;18:00;0;0;0;1;295.45;80.29;886.03;2.76;207.27;0.001033;0.000000;0.000000,,,,
2005-03-03;19:00;0;0;0;1;295.14;81.51;886.40;2.71;206.92;0.002925;0.000000;0.000000,,,,
2005-03-03;20:00;0;0;0;1;294.93;82.32;886.67;2.68;204.08;0.007514;0.000000;0.000000,,,,
2005-03-03;21:00;0;0;0;1;294.85;82.84;886.60;2.67;200.75;0.022490;0.000000;0.000000,,,,
2005-03-03;22:00;0;0;0;1;295.03;82.84;886.14;2.58;197.12;0.034514;0.000000;0.000000,,,,
2005-03-03;23:00;0;0;0;1;295.08;83.04;885.59;2.49;190.95;0.055811;0.000000;0.000000,,,,
2005-03-03;24:00;0;0;0;1;295.07;83.32;885.19;2.45;183.67;0.088996;0.000000;0.000000,,,,
2005-03-04;01:00;0;0;0;1;295.00;83.69;885.15;2.48;178.07;0.107000;0.000000;0.000000,,,,
2005-03-04;02:00;0;0;0;1;294.82;84.20;885.39;2.60;175.23;0.106319;0.000000;0.000000,,,,
2005-03-04;03:00;0;0;0;1;294.57;84.89;885.92;2.74;173.69;0.134746;0.000000;0.000000,,,,
2005-03-04;04:00;0;0;0;1;294.37;85.57;886.56;2.81;172.52;0.128699;0.000000;0.000000,,,,
2005-03-04;05:00;41;60;162;2;295.56;83.43;887.19;2.74;171.95;0.139529;0.000000;0.000000,,,,
2005-03-04;06:00;196;282;510;2;297.09;75.88;887.63;3.37;169.67;0.156613;0.000000;0.000000,,,,
2005-03-04;07:00;500;540;824;2;298.47;68.31;887.91;3.31;163.15;0.158415;0.000000;0.000000,,,,
2005-03-04;08:00;751;767;1081;2;299.70;63.05;887.92;3.15;154.85;0.162261;0.000000;0.000000,,,,
2005-03-04;09:00;877;932;1265;2;300.49;59.87;887.45;3.18;150.64;0.158502;0.000000;0.000000,,,,
2005-03-04;10:00;928;1021;1363;2;300.83;58.18;886.70;3.32;150.04;0.155699;0.000000;0.000000,,,,
2005-03-04;11:00;923;1027;1367;2;300.95;57.60;885.89;3.55;153.26;0.169161;0.000000;0.000000,,,,
2005-03-04;12:00;711;950;1279;2;300.85;57.76;885.13;3.77;158.87;0.188339;0.000000;0.000000,,,,
2005-03-04;13:00;639;797;1103;2;300.58;58.61;884.77;3.96;165.80;0.166214;0.000000;0.000000,,,,
2005-03-04;14:00;498;582;852;2;299.75;61.67;884.75;4.10;173.70;0.104293;0.000000;0.000000,,,,
2005-03-04;15:00;290;326;543;2;298.85;65.55;885.02;4.17;182.74;0.035759;0.000000;0.000000,,,,
2005-03-04;16:00;69;85;197;2;297.46;73.39;885.27;3.64;191.81;0.035990;0.000000;0.000000,,,,
2005-03-04;17:00;0;0;0;5;296.26;79.72;885.57;3.42;196.95;0.032533;0.000000;0.000000,,,,
2005-03-04;18:00;0;0;0;1;295.84;82.11;885.82;3.28;197.39;0.040522;0.000000;0.000000,,,,
2005-03-04;19:00;0;0;0;1;295.50;83.88;886.00;3.15;194.94;0.055861;0.000000;0.000000,,,,
2005-03-04;20:00;0;0;0;1;295.30;84.91;886.05;3.18;190.65;0.065332;0.000000;0.000000,,,,
2005-03-04;21:00;0;0;0;1;295.27;85.13;885.85;3.33;185.05;0.078600;0.000000;0.000000,,,,
2005-03-04;22:00;0;0;0;1;295.21;85.33;885.39;3.41;179.74;0.107742;0.000000;0.000000,,,,
2005-03-04;23:00;0;0;0;1;295.10;85.69;884.80;3.36;175.33;0.142607;0.000000;0.000000,,,,
2005-03-04;24:00;0;0;0;1;294.95;86.21;884.38;3.26;170.59;0.145509;0.000000;0.000000,,,,
2005-03-05;01:00;0;0;0;1;294.86;86.59;884.23;3.28;164.69;0.143488;0.000000;0.000000,,,,
2005-03-05;02:00;0;0;0;1;294.87;86.77;884.38;3.34;159.26;0.177008;0.000000;0.000000,,,,
2005-03-05;03:00;0;0;0;1;294.90;87.01;884.77;3.41;156.34;0.218601;0.000000;0.000000,,,,
2005-03-05;04:00;0;0;0;1;294.93;87.53;885.32;3.47;155.47;0.233065;0.000000;0.000000,,,,
2005-03-05;05:00;44;67;167;2;295.83;86.60;885.91;3.41;156.25;0.281033;0.000000;0.000000,,,,
2005-03-05;06:00;243;300;515;2;297.20;82.70;886.48;4.00;158.78;0.287511;0.000000;0.000000,,,,
2005-03-05;07:00;495;561;829;5;298.07;78.19;886.97;4.58;161.66;0.296607;0.000000;0.000000,,,,
2005-03-05;08:00;725;785;1085;2;298.88;73.03;887.07;4.64;165.52;0.257524;0.000000;0.000000,,,,
2005-03-05;09:00;864;948;1268;2;299.37;69.68;886.63;4.23;168.69;0.207764;0.000000;0.000000,,,,
2005-03-05;10:00;965;1035;1364;2;299.60;67.69;885.88;3.78;169.22;0.176604;0.000000;0.000000,,,,
2005-03-05;11:00;975;1037;1367;2;299.61;66.63;885.10;3.43;170.02;0.135642;0.000000;0.000000,,,,
2005-03-05;12:00;892;958;1277;2;299.59;65.63;884.43;3.09;173.18;0.118439;0.000000;0.000000,,,,
2005-03-05;13:00;754;803;1100;2;299.37;65.46;884.00;2.73;180.89;0.054808;0.000000;0.000000,,,,
